"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1122",11985,"	200344","Online Bill Payment",,2014-04-29,2015-01-17,0.76085,,,,,,,,,-14,-5.32,Green,0.111861,15.57,Yellow,Completed,03/17/2015,12:47:20
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1123",13376,"	200607","Midrange phase 1",,2015-06-02,2015-12-30,0.264454,,,,,,,,,0,0,Green,0.188653,71.34,Red,Completed,06/30/2016,17:25:37
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1124",13377,"	200608","FY2016 Credit Card Changes",,2015-05-21,2015-12-30,0.082401,,,,,,,,,0,0,Green,0.018364,22.29,Yellow,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1125",13378,"	200609","EFile 2016 Balance Due",,2015-06-24,2015-12-30,0.166372,,,,,,,,,0,0,Green,0.047521,28.56,Yellow,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1126",13379,"	200612","Direct Pay Phase 3.4.1",,2015-07-20,2015-12-01,0.308525,,,,,,,,,0,0,Green,0,0,Green,Completed,12/21/2015,15:12:43
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1127",13380,"	200618","Direct Pay phase 3.4.2",,2015-07-20,2015-12-30,0.129007,,,,,,,,,0,0,Green,0.001699,1.32,Green,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1128",13381,"	200619","Direct Pay Phase 3.5",,2015-07-20,2016-02-25,0.451302,,,,,,,,,85,38.64,Red,0.414968,91.95,Red,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1129",13382,"	200622","EFTPS Linkage of Third Party Payors phase 1",,2015-02-10,2015-07-24,0.096008,,,,,,,,,-5,-3.05,Green,0,0,Green,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1130",13383,"	200642",ADSF,,2015-07-08,2015-12-01,0.095092,,,,,,,,,0,0,Green,-0.105724,-111.18,Red,Completed,06/30/2016,17:25:37
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1131",13384,"	200643","Tax Type 5065X ISRP Seperate Assessment",,2015-08-17,2015-12-30,0.143677,,,,,,,,,0,0,Green,0.003172,2.21,Green,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1132",13385,"	200644","FATCA Update GIIN Input Pages",,2015-08-13,2015-12-01,0.010012,,,,,,,,,0,0,Green,0.00676,67.52,Red,Completed,12/21/2015,15:12:43
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1133",13386,"	200645","Email Confirmation (Fiscal Service Solution) phase1",,2015-03-15,2015-10-15,0.217772,,,,,,,,,-7,-3.27,Green,0,0,Green,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1134",13387,"	200676","Midrange phase 2",,2016-01-04,2016-05-19,0.07393,,,,,,,,,0,0,Green,-0.000856,-1.16,Green,Completed,08/26/2016,19:53:06
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1135",13388,"	200677","Email Confrimation (Fiscal Service Solution) phase 2",,2015-08-01,2016-01-31,1.661346,,,,,,,,,121,66.12,Red,0.911791,54.88,Red,Completed,09/30/2015,19:03:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1137",13390,"	200679","EFTPS Linkage of Third Party Payor phase 2",,2015-10-31,2016-05-31,0.354483,,,,,,,,,-31,-14.55,Yellow,-0.098423,-27.77,Yellow,Completed,08/26/2016,19:53:06
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1138",13391,"	200680","EFTPS Linkage of Third Party Payor phase 3",,2016-06-30,2016-09-30,0.225634,,,,,,,,,-48,-52.17,Red,0.090784,40.24,Red,Completed,05/25/2017,19:18:54
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1139",14125,"	200780","2017 Credit Card",,2016-06-08,2017-01-31,0.097255,,,,,,,,,46,19.41,Yellow,0.037847,38.93,Red,Completed,02/27/2017,18:49:04
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1140",14126,"	200781","NACHA Same Day (phase 1)",,2015-11-16,2017-08-31,0.467847,,,,,,,,,-52,-7.95,Green,0.199348,42.61,Red,Completed,11/17/2017,08:30:59
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1141",14127,"	200782","2017 EFile",,2016-08-02,2017-02-04,0.183588,,,,,,,,,0,0,Green,0.09058,49.34,Red,Completed,04/25/2017,14:10:00
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1142",14128,"	200783","Direct Pay Projects",,2015-08-31,2017-06-09,2.09324,,,,,,,,,-114,-17.59,Yellow,0.261462,12.49,Yellow,Completed,11/30/2017,16:08:01
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1143",14129,"	200791","Contact Center",,2015-10-02,2017-06-23,0.5675,,,,,,,,,-1024,-162.54,Red,0,0,Green,In-progress,09/01/2018,00:03:29
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1144",14130,"	200792","Email Confirmation -New Solution",,2015-10-03,2016-12-18,2.447573,,,,,,,,,-239,-54.07,Red,-0.728178,-29.75,Yellow,Completed,11/16/2017,14:40:10
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1146",14899,"	201884","Release 28.5.0",,2017-02-23,2017-08-16,0.351238,,,,,,,,,0,0,Green,0.060475,17.22,Yellow,Completed,11/16/2017,14:40:10
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1147",14900,"	201885","Release 28.6.0",,2017-04-01,2017-10-15,1.82036,,,,,,,,,24,12.18,Yellow,0.528127,29.01,Yellow,Completed,03/06/2018,11:13:33
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1153",16262,"	202021","Release 29.1",,2017-09-16,2018-02-28,0.876056,,,,,,,,,-35,-25,Yellow,-0.001072,-0.12,Green,Completed,05/25/2018,09:57:03
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1154",16263,"	202022","Release 29.2",,2017-09-23,2018-04-30,1.254285,,,,,,,,,-42,-19.18,Yellow,0.472996,37.71,Red,Completed,07/25/2018,13:41:01
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1155",16264,"	202023","Release 29.4",Mainframe.,2017-10-14,2019-11-16,3.897988,no,new,,,TBD.,TBD.,"Over target","	0.000000",0,0,Green,-0.617012,-15.83,Yellow,Completed,01/16/2020,14:48:08
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1156",16317,"	202031","Resiliency Finding",,2017-12-19,2019-01-28,0.201,,,,,,,,,-63,-15.56,Yellow,0,0,Green,Completed,05/29/2019,13:54:54
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1158",16844,"	202064","Multi -factor Solution","This project will enhance the EFTPS program's security by implementing a multi-factor PIV-I authentication platform that meets prescribed Fiscal Service security standards.",2018-06-19,2019-11-30,0.932,yes,new,,,TBD.,TBD.,"Over target","	0.000000",0,0,Green,0.444679,47.71,Red,In-progress,01/16/2020,14:48:08
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1157",16845,"	202068","Tax Type and Regulatory Changes","Implementation of statutory changes to meet annual IRS mandates.",2018-06-11,2019-02-01,1.722,yes,existing,,200290,,,,"	99.700000",-126,-53.62,Red,0.630362,36.61,Red,In-progress,11/13/2019,15:04:11
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	11589",17870,"	202234","Application Programming Interface","Develop a suite of APIs that would enable faster and more efficient data transfer between IRS systems and EFTPS.",2019-02-01,2020-06-30,2.775,yes,existing,,200290,,,,"	99.700000",0,0,Green,0.013,1.04,Green,Completed,01/16/2020,14:48:08
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1159",18044,"	202303","Tax Type Regulatory Changes","Implementation of statutory changes to meet annual IRS mandates.",2019-04-12,2020-02-03,0.457,yes,existing,,200290,,,,"	99.700000",0,0,Green,0.15395,33.69,Red,Completed,03/27/2020,14:55:45
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1160",18045,"	202304","Internal Revenue Code 965 Transferee","Taxpayers will be able to make payments for IRC 965 transferee liability on all tax periods beginning with year 2017.",2019-07-30,2020-05-01,0.669,yes,existing,,200290,,,,"	99.700000",-60,-21.74,Yellow,-0.0073,-1.09,Green,In-progress,03/27/2020,14:55:45
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1161",18046,"	202305","Fraud Solution","Implement fraud detection technology.",2019-03-31,2020-11-30,6.961,yes,existing,,200290,,,,"	99.700000",0,0,Green,0,0,Green,In-progress,03/27/2020,14:55:45
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",1-3GWA/TRS,539,"	85","GWA/ TRS Release Implementation",,2011-05-01,2012-09-30,15.85,,,,,,,,,-20,-3.86,Green,0.76,5.35,Green,Completed,12/27/2012,16:03:31
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",1-4Cor/Adj,2798,"	88","Corrections/Adjustments ",,2011-09-01,2012-02-28,4.15,,,,,,,,,-2659,-546,Red,1.542,12.38,Yellow,In-progress,09/01/2018,00:03:29
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","1-4 DSplit",3253,"	1732","1.4 Dynamic Split",,2012-09-10,2013-03-29,5.159,,,,,,,,,0,0,Green,0.383,7.42,Green,Completed,08/16/2013,11:40:55
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",STP,7523,"	200006","Supporting Straight Through Processing",,2013-05-01,2015-03-13,10.021,,,,,,,,,-15,-2.2,Green,0.272,2.71,Green,Completed,04/29/2015,13:30:45
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",Archive,7524,"	200024","Archive and Architecture Implementation",,2013-05-01,2015-08-31,13.252,,,,,,,,,-26,-3.05,Green,1.75,13.29,Yellow,Completed,10/08/2015,15:18:11
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Dynamic TA",10541,"	200257","Dynamic Split TAS Implementation",,2014-04-01,2015-03-13,5.6213,,,,,,,,,-15,-4.34,Green,0.523,10.23,Yellow,Completed,04/29/2015,13:30:46
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","DQM, Jaspe",13336,"	200624","Data Quality Management, Jasper and End-of-Day",,2015-12-11,2016-08-06,5.11,,,,,,,,,-105,-43.93,Red,0.286,5.6,Green,Completed,05/25/2017,19:32:10
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 4",14136,"	200788","Data Quality Management",,2016-07-18,2016-12-17,3.016,,,,,,,,,0,0,Green,0.16,5.31,Green,Completed,01/27/2017,21:16:43
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 5",14137,"	200789","Upgrading Client-Side Architecture",,2016-07-25,2017-08-25,8.697,,,,,,,,,-740,-186.87,Red,0.201,2.31,Green,Completed,09/01/2018,00:03:29
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 7",14138,"	200790","Purge & Duplicate Check",,2017-09-01,2017-11-22,0.37,,,,,,,,,0,0,Green,0,0,Green,Completed,12/20/2017,15:04:43
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 8 Active",15822,"	201974","2.8 Active X Replacement",,2017-12-01,2018-08-18,5.65,,,,,,,,,0,0,Green,0.095,1.68,Green,Completed,10/09/2018,16:36:14
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 9 Multi",15823,"	201975","2.9 Multi Browser Upgrade",,2018-06-01,2018-09-30,2.162,,,,,,,,,0,0,Green,0.034,1.57,Green,Completed,11/05/2018,14:18:36
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 7 FY18",15824,"	201981","FY18 Purge and Duplicate Check",,2017-11-27,2018-03-17,3.42,,,,,,,,,0,0,Green,0.04,1.17,Green,Completed,04/26/2018,11:41:58
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 9",16882,"	202111","2.9 Scanner Firmware & Kiosk Prototype",,2018-10-01,2018-12-15,2.108,,,,,,,,,0,0,Green,0.029,1.38,Green,Completed,02/27/2019,16:08:01
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","2 10",16883,"	202112","2.10 Enhancements & Defects (O&M Release)",,2018-10-11,2019-03-23,2.078,,,,,,,,,0,0,Green,-0.047,-2.26,Green,Completed,04/29/2019,18:10:06
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","3 0",16884,"	202113","3.0 Credit and Debit Card Implementation","OTCnet Release 3.0 will allow customers to make credit and debit card payments via OTCnet using a card reader.",2018-10-09,2020-02-08,10.503,yes,new,,,"Percent of new releases for the new OTC Channel Applications will follow the agreed upon SDLC Methodology and the Fiscal Service governance process.",Percentage,"Over target","	95.000000",0,0,Green,0,0,Green,Completed,03/27/2020,14:55:47
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","3 1",16885,"	202126","Release 3.1 Multi Browser",,2019-09-10,2019-11-07,0.36,,,,,,,,,0,0,Green,0,0,Green,Completed,10/04/2018,16:47:48
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","3  1",17932,"	202290","Release 3.1 Tech Stack Upgrade (O&M Release)","OTCnet Release 3.1 is an O&M release to address the TWAI mandated infrastructure upgrade of WebLogic and OHS.",2019-09-10,2020-02-29,3.116,yes,new,,,"Percent of new releases for the new OTC Channel Applications will follow the agreed upon SDLC Methodology and the Fiscal Service governance process",Percentage,"Over target","	95.000000",0,0,Green,0,0,Green,Completed,03/27/2020,14:55:47
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","3 2",17933,"	202291","Release 3.2 Defects and Enhancements (O&M Release)","OTCnet Release 3.2 will address any priority defect and enhancements.  (O&M Release)",2019-12-06,2020-05-16,3.126,yes,new,,,"Percent of new releases for the new OTC Channel Applications will follow the agreed upon SDLC Methodology and the Fiscal Service governance process",Percentage,"Over target","	95.000000",0,0,Green,0,0,Green,In-progress,02/27/2020,16:17:42
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","3 3",17934,"	202293","Release 3.3 Browser Update and Enhancements","OTCnet Release 3.3 will support a browser update and priority enhancements",2020-02-05,2020-09-26,5.438,yes,new,,,"Percent of new releases for the new OTC Channel Applications will follow the agreed upon SDLC Methodology and the Fiscal Service governance process",Percentage,"Over target","	95.000000",0,0,Green,0,0,Green,In-progress,03/27/2020,14:55:47
015-000200133,1623,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Post Payment Services","	1",13401,"	200674","FY16 Post Payment System (PPS)",,2015-10-01,2017-09-29,17.618393,,,,,,,,,213,29.22,Yellow,3.876196,22,Yellow,Completed,05/25/2017,19:32:15
015-000200133,1623,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Post Payment Services","	2",14098,"	200842","FY17 Post Payment System (PPS)",,2016-10-03,2017-09-30,16.338406,,,,,,,,,121,67.6,Red,8.172432,95.29,Red,Completed,02/14/2017,18:44:53
